id;Unidade Local;CEP;Cidade;Fones;Endereço;UF;Superintendência Regional;Município(s) de Abrangência;
145;UNIDADE LOCAL DE SÃO LEOPOLDO/RS;93.125-340;São Leopoldo;(51) 3568-2737,;Av. Salgado Filho;RS;;Barra do Ribeiro,Butiá,Barão do Triunfo,Arambaré,Arroio dos Ratos,Rio Pardo,Santa Cruz do Sul,Ivoti,Picada Café,Portão,Porto Alegre,Pantano Grande,Minas do Leão,Novo Hamburgo,Osório,Nova Santa Rita,Maquiné,Morro Reuter,Eldorado do Sul,Estância Velha,Esteio,Gravataí,Guaíba,Glorinha,Cachoeira do Sul,Cachoeirinha,Capivari do Sul,Canoas,Camaquã,Cerro Grande do Sul,Dois Irmãos,Dom Pedro de Alcântara,Santo Antônio da Patrulha,São Jerônimo,São Leopoldo,Sapucaia do Sul,Sentinela do Sul,Sertão Santana,Tapes,Triunfo,Terra de Areia,Três Cachoeiras;
122;UNIDADE LOCAL DE SÃO MIGUEL DO GUAMÁ/PA;68.660-000;São Miguel do Guamá;(91) 3446-1447,;Rodovia BR-010;PA;;Ulianópolis,São Miguel do Guamá,Rondon do Pará,Paragominas,Mãe do Rio,Dom Eliseu,Ipixuna do Pará,Irituia,Aurora do Pará;
35;UNIDADE LOCAL DE SENHOR DO BONFIM/BA;48.970-000;Senhor do Bonfim;(74) 3541-3811,;BR 407;BA;;Caldeirão Grande,Casa Nova,Campo Alegre de Lourdes,Campo Formoso,Remanso,Ponto Novo,Pilão Arcado,Juazeiro,Jaguarari,Mirangaba,Curaçá,Filadélfia,Umburanas,Uauá,Sento Sé,Senhor do Bonfim;
135;UNIDADE LOCAL DE SEROPÉDICA/RJ;23.845-200;Seropédica;(21) 2682-7803,;Estrada Rio São Paulo;RJ;;Angra dos Reis,Areal,Barra do Piraí,Barra Mansa,Belford Roxo,Duque de Caxias,Guapimirim,São João de Meriti,Rio de Janeiro,Rio Claro,Rio das Flores,Resende,Itaguaí,Petrópolis,Piraí,Porto Real,Queimados,Nova Iguaçu,Paracambi,Paraíba do Sul,Parati,Magé,Mangaratiba,Niterói,Itatiaia,Japeri,Comendador Levy Gasparian,Teresópolis,Três Rios,Valença,Vassouras,Volta Redonda,Sapucaia,Seropédica;
108;UNIDADE LOCAL DE SOBRAL/CE;60.050-382;Sobral;(85) 3270-3480,;Av. Senador Fernandes Távora;CE;;Amontada,Acaraú,Itapipoca,Itarema,Marco,Martinópole,Pires Ferreira,Morrinhos,Nova Russas,Coreaú,Cruz,Forquilha,Frecheirinha,Granja,Ipu,Ipueiras,Irauçuba,Barroquinha,Bela Cruz,Camocim,Chaval,Cariré,Senador Sá,Sobral,Tianguá,Tururu,Ubajara,Santana do Acaraú,Tamboril,Uruburetama,Varjota;
55;UNIDADE LOCAL DE SORRISO/MT;78.890-000;Sorriso;(66) 3544-0708,;Rua Turmalinas;MT;;Guarantã do Norte,Itaúba,Gaúcha do Norte,Lucas do Rio Verde,Matupá,Cláudia,Peixoto de Azevedo,Nova Ubiratã,Paranatinga,Nova Santa Helena,Vera,Terra Nova do Norte,Sinop,Sorriso;
98;UNIDADE LOCAL DE TAUBATÉ/SP;12.091-000;Taubaté;(12) 3625-3440,;Av. D Pedro I;SP;;Americana,Analândia,Águas da Prata,Águas de Lindóia,Águas de Santa Bárbara,Alambari,Barra do Turvo,Avaré,Atibaia,Alumínio,Araras,Arujá,Aparecida,Apiaí,Araçariguama,Araçoiaba da Serra,Iaras,Guarulhos,Espírito Santo do Turvo,Guararema,Guaratinguetá,Embu,Dois Córregos,Guapiara,Divinolândia,Casa Branca,Cruzeiro,Cubatão,Cunha,Cordeirópolis,Coronel Macedo,Corumbataí,Cotia,Cerqueira César,Cerquilho,Cesário Lange,Cananéia,Canas,Capão Bonito,Capela do Alto,Capivari,Caraguatatuba,Campina do Monte Alegre,Campinas,Campos do Jordão,Cajamar,Cajati,Cabrália Paulista,Caçapava,Cachoeira Paulista,Caconde,Bertioga,Bofete,Boituva,Bragança Paulista,Brotas,Buri,Bauru,Barueri,Vinhedo,Votorantim,Valinhos,Vargem,Vargem Grande do Sul,Vargem Grande Paulista,Ubatuba,Tietê,Torre de Pedra,Tapiraí,Taquarituba,Tatuí,Taubaté,Taboão da Serra,Sumaré,Silveiras,Socorro,Sorocaba,São Vicente,Sarapuí,São Roque,São Sebastião,São José dos Campos,São Lourenço da Serra,São Luís do Paraitinga,São Miguel Arcanjo,São Paulo,São José do Rio Pardo,Santana de Parnaíba,Santos,São Bento do Sapucaí,São Bernardo do Campo,Santo Antônio do Pinhal,Santa Gertrudes,Santa Isabel,Roseira,Santa Bárbara D'Oeste,Santa Cruz da Conceição,Santa Cruz das Palmeiras,Santa Cruz do Rio Pardo,Saltinho,Rio Claro,Rio das Pedras,Registro,Ribeira,Redenção da Serra,Praia Grande,Quadra,Queluz,Rafard,Potim,Pirassununga,Piratininga,Porangaba,Porto Feliz,Piquete,Piracicaba,Pinhalzinho,Peruíbe,Piedade,Pindamonhangaba,Pederneiras,Pedro de Toledo,Paulistânia,Pardinho,Pariquera-Açu,Ourinhos,Natividade da Serra,Osasco,Nova Odessa,Mongaguá,Mombuca,Miracatu,Mairinque,Mairiporã,Lorena,Louveira,Jaú,Jundiaí,Juquiá,Juquitiba,Lavrinhas,Leme,Limeira,Jacupiranga,Jandira,Jacareí,Iguape,Iracemápolis,Itaí,Itanhaém,Itapecerica da Serra,Itapetininga,Itapeva,Itapevi,Itaporanga,Itapuí,Itariri,Itatinga,Itirapina,Itobi,Itu;
74;UNIDADE LOCAL DE TEÓFILO OTONI/MG;39.800-000;Teófilo Otoni;(33) 3521-1606,;Rua Engenheiro Murta;MG;;Serra dos Aimorés,Teófilo Otoni,Santa Maria do Salto,Salto da Divisa,Campanário,Catuji,Capelinha,Carlos Chagas,Caraí,Água Boa,Ataléia,Bandeira,Araçuaí,Almenara,Cachoeira de Pajeú,Divisópolis,Divisa Alegre,Francisco Badaró,Itaobim,Itambacuri,Itinga,Jacinto,Jampruca,Jenipapo de Minas,Frei Gaspar,Frei Inocêncio,Ponto dos Volantes,Pedra Azul,Padre Paraíso,Ouro Verde de Minas,Jequitinhonha,Jordânia,Nanuque,Mata Verde,Medina;
132;UNIDADE LOCAL DE TERESINA/PI;64.045-000;Teresina;(86) 3133-1301,;Av. João  XXIII;PI;;;
61;UNIDADE LOCAL DE TRÊS LAGOAS/MS;79.630-040;Três Lagoas;(67) 3524-9540,;Rua Maria Moreira Queiroz;MS;;Três Lagoas,Paranaíba,Selvíria,Água Clara,Anaurilândia,Aparecida do Taboado,Brasilândia,Bataguassu,Cassilândia;
94;UNIDADE LOCAL DE TUBARÃO/SC;88.704-801;São José;(48) 3626-3342,;Rodovia BR-101;SC;;Tubarão,Turvo,Treze de Maio,Timbé do Sul,Sombrio,São João do Sul,Santa Rosa do Sul,Sangão,Rio Rufino,Passo de Torres,Pescaria Brava,Jaguaruna,Maracajá,Laguna,Grão Pará,Gravatal,Içara,Ermo,Criciúma,Capivari de Baixo,Braço do Norte,Araranguá;
75;UNIDADE LOCAL DE UBERLÂNDIA/MG;38.406-052;Uberlândia;(34) 3212-1193,;Av. Floriano Peixoto,  Bairro;MG;;Monte Carmelo,Monte Alegre de Minas,Perdizes,Patrocínio,Nova Ponte,Planura,Pirajuba,Guimarânia,Indianópolis,Estrela do Sul,Conceição das Alagoas,Conquista,Delta,Araguari,Araporã,Campo Florido,Romaria,Santa Juliana,Tupaciguara,Uberaba,Uberlândia,Veríssimo;
47;UNIDADE LOCAL DE URUAÇU/GO edição;76.400-000;Uruaçu;(62) 33571329,;Rua Manoel Ribeiro Sobrinho;GO;;Amaralina,Anápolis,Bonópolis,Alto Horizonte,Araguapaz,Aruanã,Barro Alto,Ceres,Campinorte,Estrela do Norte,Faina,Pilar de Goiás,Nova Glória,Nova Iguaçu de Goiás,Morro Agudo de Goiás,Mara Rosa,Hidrolina,Goianésia,Ipiranga de Goiás,Jaraguá,Rialma,Rianápolis,Santa Isabel,Porangatu,Padre Bernardo,Uruaçu,Rubiataba,Santa Rita do Novo Destino,Santa Tereza de Goiás,São Francisco de Goiás,São Luíz do Norte,São Miguel do Araguaia,Vila Propício;
146;UNIDADE LOCAL DE URUGUAIANA/RS;97.501-568;Uruguaiana;(55) 3412-1619,;Rua Vasco Alves;RS;;Itaqui,Rosário do Sul,Alegrete,Barra do Quaraí,Uruguaiana,São Gabriel;
147;UNIDADE LOCAL DE VACARIA/RS;95.200-000;Vacaria;(54) 3232-1201,;BR 116;RS;;São Francisco de Paula,São José dos Ausentes,São José do Ouro,São Marcos,Vacaria,Tupanci do Sul,Três Forquilhas,Torres,Bom Jesus,Barracão,Itati,Mampituba,Muitos CapõEs,Morrinhos do Sul,Nova Petrópolis,Cambará do Sul,Campestre da Serra,Capão Bonito do Sul,Caxias do Sul,Flores da Cunha,Farroupilha;
86;UNIDADE LOCAL DE VILHENA/RO;76988034;Vilhena;(69) 33212869,;Rua Marechal Rondon;RO;;Vilhena;
36;UNIDADE LOCAL DE VITÓRIA DA CONQUISTA/BA;45.025-710;Vitória da Conquista;(77) 3424-1500,;Av. Presidente Dutra;BA;;Encruzilhada,Feira da Mata,Guanambi,Coribe,Cocos,Iuiú,Jaborandi,Igaporã,Mirante,Malhada,Malhada de Pedras,Manoel Vitorino,Lagoa Real,Macaúbas,Pindaí,Planalto,PoçõEs,Nova Canaã,Paramirim,Paratinga,Palmas de Monte Alto,Carinhanha,Caturama,Candiba,Cândido Sales,Caraíbas,Caatiba,Caetanos,Caetité,Barra do Choça,Brumado,Aracatu,Anagé,Bom Jesus da Lapa,Bom Jesus da Serra,Vitória da Conquista,Urandi,Tanhaçu,Serra do Ramalho,Sebastião Laranjeiras,São Félix do Coribe,Riacho de Santana,Rio do Antônio;
160;Unidade Local Piloto;70040902;Brasília;(61) 33154001,;SAUN Quadra 3 Bloco A;DF;;;
615;Vigadores;31742-257;Belo Horizonte;(31) 999999999,;Rua Alga Azul;MG;;Bocaiúva,Betim;
